section_id,term_id,enrollment_count,waitlist_count,enrollment_date
930,3,38,0,2021-07-05
931,4,39,6,2021-11-11
932,5,30,0,2022-06-29
933,6,38,0,2022-12-11
934,7,35,0,2023-06-17
935,8,39,0,2023-11-21
936,9,36,0,2024-06-17
937,9,30,0,2024-07-06
938,10,39,0,2024-12-09
939,1,25,0,2020-06-26
940,2,30,0,2020-12-06
941,2,26,0,2020-12-09
942,3,26,0,2021-07-04
943,3,26,0,2021-07-06
944,3,29,0,2021-06-18
945,4,23,0,2021-11-20
946,5,27,0,2022-06-29
947,5,32,2,2022-07-03
948,5,33,8,2022-06-23
949,6,24,0,2022-11-23
950,7,26,0,2023-06-21
951,8,28,0,2023-11-14
952,9,23,0,2024-06-24
953,10,26,0,2024-12-04
954,1,38,0,2020-07-11
955,2,45,0,2020-11-27
956,2,40,0,2020-12-01
957,3,42,0,2021-06-29
958,4,45,0,2021-11-18
959,5,37,0,2022-06-27
960,6,44,0,2022-11-16
961,6,37,0,2022-11-24
962,7,41,0,2023-07-02
963,8,45,0,2023-12-07
964,9,44,0,2024-07-04
965,10,44,0,2024-11-17
966,10,37,0,2024-12-06
967,10,43,0,2024-11-15
968,1,25,0,2020-07-09
969,2,23,0,2020-12-06
970,3,23,0,2021-07-09
971,3,30,0,2021-07-04
972,4,22,3,2021-11-17
973,5,25,0,2022-06-20
974,6,29,0,2022-12-03
975,6,30,3,2022-11-30
976,7,25,0,2023-07-16
977,8,23,3,2023-12-06
978,9,25,0,2024-06-22
979,10,23,2,2024-11-12
980,10,29,0,2024-11-27
981,10,24,0,2024-12-03
982,1,33,3,2020-07-07
983,2,38,0,2020-12-10
984,2,38,0,2020-11-15
985,3,43,0,2021-06-23
986,3,37,0,2021-07-01
987,3,42,0,2021-07-07
988,4,43,0,2021-12-09
989,5,41,0,2022-06-18
990,6,41,0,2022-12-05
991,7,42,6,2023-07-01
992,8,35,0,2023-12-01
993,9,40,1,2024-06-29
994,10,38,0,2024-12-05
995,10,38,0,2024-11-12
996,10,35,0,2024-12-04
997,1,112,0,2020-06-29
998,1,115,0,2020-07-09
999,2,115,0,2020-11-26
1000,3,116,12,2021-07-02
1001,3,118,0,2021-06-18
1002,3,119,0,2021-06-23
1003,4,117,0,2021-11-13
1004,5,115,0,2022-06-25
1005,6,119,0,2022-11-17
1006,6,110,0,2022-11-27
1007,7,81,0,2023-07-16
1008,8,115,18,2023-11-21
1009,9,113,0,2024-07-01
1010,10,111,0,2024-11-19
1011,1,60,0,2020-07-13
1012,2,56,0,2020-11-17
1013,3,59,0,2021-06-25
1014,4,58,1,2021-11-16
1015,4,60,0,2021-11-29
1016,5,53,0,2022-07-14
1017,6,61,0,2022-11-15
1018,7,58,0,2023-07-07
1019,8,57,0,2023-11-12
1020,9,61,0,2024-07-14
1021,10,57,0,2024-12-01
1022,10,57,0,2024-12-10
1023,1,24,0,2020-06-18
1024,2,22,0,2020-11-11
1025,3,19,5,2021-07-13
1026,3,25,2,2021-07-03
1027,3,21,0,2021-07-13
1028,4,25,0,2021-12-09
1029,4,21,0,2021-12-11
1030,5,21,0,2022-07-10
1031,6,23,0,2022-11-12
1032,7,19,0,2023-07-12
1033,8,25,0,2023-11-17
1034,9,26,0,2024-07-08
1035,10,23,0,2024-12-11
1036,1,62,0,2020-06-26
1037,2,58,0,2020-12-05
1038,3,60,0,2021-07-12
1039,3,63,0,2021-06-24
1040,3,65,9,2021-07-11
1041,4,60,0,2021-11-14
1042,5,55,3,2022-07-09
1043,6,56,0,2022-11-13
1044,7,59,0,2023-06-30
1045,8,59,12,2023-11-25
1046,9,57,2,2024-07-03
1047,10,60,0,2024-12-09
1048,1,116,0,2020-07-02
1049,2,124,0,2020-12-08
1050,3,117,19,2021-06-25
1051,4,117,0,2021-11-20
1052,5,116,0,2022-07-04
1053,5,116,22,2022-07-13
1054,6,119,15,2022-12-03
1055,7,123,0,2023-06-22
1056,8,114,0,2023-11-18
1057,8,121,0,2023-12-04
1058,9,119,22,2024-06-22
1059,10,122,0,2024-11-21
1060,1,52,0,2020-06-17
1061,1,50,0,2020-06-23
1062,2,52,0,2020-12-08
1063,3,57,0,2021-06-29
1064,4,54,0,2021-11-19
1065,5,54,0,2022-07-11
1066,6,57,3,2022-11-28
1067,7,56,0,2023-07-03
1068,8,50,11,2023-11-21
1069,8,52,0,2023-11-20
1070,8,51,14,2023-11-16
1071,9,54,0,2024-07-06
1072,10,54,0,2024-11-29
1073,1,27,0,2020-07-09
1074,1,30,0,2020-06-21
1075,2,26,1,2020-12-06
1076,3,26,0,2021-06-26
1077,4,25,0,2021-11-24
1078,5,26,0,2022-07-02
1079,6,26,0,2022-12-10
1080,7,28,0,2023-06-29
1081,8,27,4,2023-11-25
1082,9,25,0,2024-07-07
1083,10,30,0,2024-11-27
1084,1,87,0,2020-07-02
1085,2,87,18,2020-11-24
1086,3,89,0,2021-07-09
1087,4,70,0,2021-12-01
1088,5,75,0,2022-07-16
1089,6,80,0,2022-11-25
1090,7,79,0,2023-07-08
1091,8,84,0,2023-11-16
1092,8,87,15,2023-11-11
1093,9,86,0,2024-07-12
1094,10,83,0,2024-12-08
1095,1,148,0,2020-07-04
1096,2,148,0,2020-11-16
1097,3,145,0,2021-06-28
1098,4,141,8,2021-12-11
1099,5,149,41,2022-06-27
1100,6,150,0,2022-12-09
1101,7,146,0,2023-07-15
1102,8,141,0,2023-12-01
1103,8,149,24,2023-11-15
1104,8,149,0,2023-11-20
1105,9,142,0,2024-06-18
1106,10,144,0,2024-11-23
1107,10,147,0,2024-12-07
1108,1,34,0,2020-06-30
1109,2,38,0,2020-11-23
1110,3,39,0,2021-07-12
1111,4,34,0,2021-11-29
1112,5,33,2,2022-06-21
1113,6,38,5,2022-11-29
1114,6,35,0,2022-11-11
1115,6,35,0,2022-11-13
1116,7,40,0,2023-06-20
1117,7,39,0,2023-06-24
1118,8,37,3,2023-12-05
1119,9,40,0,2024-06-18
1120,10,42,0,2024-11-19
1121,1,29,2,2020-07-15
1122,2,32,8,2020-11-13
1123,3,31,0,2021-06-21
1124,4,29,0,2021-12-11
1125,4,36,0,2021-12-02
1126,5,32,0,2022-07-05
1127,5,30,0,2022-07-12
1128,6,39,0,2022-12-07
1129,7,31,0,2023-06-21
1130,8,31,5,2023-11-24
1131,9,37,0,2024-07-10
1132,10,34,0,2024-11-29
1133,1,60,0,2020-07-02
1134,1,59,0,2020-07-06
1135,1,62,0,2020-06-16
1136,2,62,0,2020-12-02
1137,3,60,0,2021-07-06
1138,3,59,0,2021-06-21
1139,3,57,0,2021-07-14
1140,4,59,0,2021-11-27
1141,4,62,0,2021-11-27
1142,4,63,0,2021-12-10
1143,5,64,0,2022-06-16
1144,5,58,0,2022-06-16
1145,6,58,0,2022-11-20
1146,6,62,0,2022-11-21
1147,6,64,0,2022-11-17
1148,7,60,0,2023-07-07
1149,8,56,0,2023-12-01
1150,9,58,0,2024-07-11
1151,9,58,0,2024-07-09
1152,10,61,0,2024-11-30
1153,1,27,0,2020-07-09
1154,2,15,0,2020-12-01
1155,3,20,0,2021-07-14
1156,3,25,0,2021-07-11
1157,4,24,5,2021-12-07
1158,5,26,0,2022-06-16
1159,5,19,5,2022-06-17
1160,5,21,0,2022-06-29
1161,6,26,0,2022-12-10
1162,6,21,0,2022-12-09
1163,7,12,0,2023-07-08
1164,8,24,2,2023-11-24
1165,9,27,5,2024-07-01
1166,10,28,0,2024-11-19
1167,1,33,8,2020-07-01
1168,1,30,0,2020-07-03
1169,2,34,0,2020-12-04
1170,3,33,0,2021-06-26
1171,4,35,0,2021-11-14
1172,5,28,0,2022-06-29
1173,6,33,8,2022-12-11
1174,7,21,0,2023-07-02
1175,8,29,0,2023-11-30
1176,8,33,0,2023-11-20
1177,9,28,3,2024-07-04
1178,9,29,0,2024-07-06
1179,10,30,0,2024-12-10
1180,1,110,0,2020-07-07
1181,1,113,0,2020-06-18
1182,1,111,0,2020-07-09
1183,2,117,0,2020-11-26
1184,2,109,0,2020-12-01
1185,2,113,0,2020-12-01
1186,3,117,0,2021-06-27
1187,4,108,0,2021-11-12
1188,5,108,0,2022-07-12
1189,6,114,0,2022-12-03
1190,7,111,0,2023-06-16
1191,8,108,0,2023-12-05
1192,9,112,8,2024-07-01
1193,10,117,0,2024-12-03
1194,1,47,0,2020-07-08
1195,2,49,0,2020-11-20
1196,3,45,0,2021-07-04
1197,4,49,0,2021-11-21
1198,5,51,0,2022-06-25
1199,6,48,0,2022-11-11
1200,6,52,0,2022-11-16
1201,6,46,13,2022-11-29
1202,7,51,0,2023-06-23
1203,8,52,12,2023-11-17
1204,9,47,0,2024-06-24
1205,10,49,0,2024-11-26
1206,1,38,0,2020-06-22
1207,1,36,0,2020-06-20
1208,1,42,0,2020-07-03
1209,2,35,4,2020-11-19
1210,3,40,9,2021-06-25
1211,4,36,0,2021-11-29
1212,5,34,0,2022-06-21
1213,6,37,0,2022-11-15
1214,6,34,2,2022-12-04
1215,7,38,0,2023-07-04
1216,8,36,0,2023-11-20
1217,9,41,0,2024-06-28
1218,10,35,8,2024-11-16
1219,1,29,2,2020-07-12
1220,2,27,0,2020-11-21
1221,3,32,0,2021-06-22
1222,4,23,0,2021-11-21
1223,5,33,0,2022-07-13
1224,6,23,0,2022-12-04
1225,7,29,0,2023-06-28
1226,8,30,0,2023-11-24
1227,8,16,0,2023-12-09
1228,8,31,0,2023-12-01
1229,9,23,0,2024-07-02
1230,10,27,0,2024-11-27
1231,1,82,0,2020-06-19
1232,2,85,0,2020-11-20
1233,3,88,0,2021-07-08
1234,4,86,0,2021-11-11
1235,5,83,0,2022-06-25
1236,6,90,0,2022-11-23
1237,7,88,25,2023-06-28
1238,8,85,0,2023-11-30
1239,9,82,0,2024-07-15
1240,10,85,24,2024-11-14
1241,1,40,0,2020-06-30
1242,1,52,0,2020-07-14
1243,2,57,0,2020-12-09
1244,3,51,0,2021-06-17
1245,4,54,8,2021-11-20
1246,5,50,0,2022-07-15
1247,6,51,0,2022-12-10
1248,7,55,0,2023-07-15
1249,8,29,0,2023-12-06
1250,9,50,0,2024-06-17
1251,9,49,0,2024-07-13
1252,10,58,0,2024-11-27
1253,1,31,0,2020-07-09
1254,2,35,0,2020-11-23
1255,3,35,5,2021-07-02
1256,4,33,0,2021-11-20
1257,5,31,0,2022-07-02
1258,5,28,0,2022-06-20
1259,6,33,0,2022-12-07
1260,7,37,0,2023-06-21
1261,7,33,0,2023-07-01
1262,7,34,0,2023-06-30
1263,8,34,8,2023-12-02
1264,9,37,0,2024-06-27
1265,10,28,0,2024-12-04
1266,1,25,0,2020-06-18
1267,2,25,0,2020-12-02
1268,3,35,0,2021-07-16
1269,4,31,0,2021-11-26
1270,5,31,0,2022-07-08
1271,6,33,0,2022-11-24
1272,7,32,0,2023-07-14
1273,8,27,0,2023-12-04
1274,9,31,0,2024-06-16
1275,10,27,2,2024-12-04
1276,1,126,6,2020-07-11
1277,2,128,0,2020-11-19
1278,3,124,0,2021-06-30
1279,4,133,0,2021-12-06
1280,5,129,0,2022-07-04
1281,6,125,0,2022-12-06
1282,7,125,17,2023-06-29
1283,8,125,0,2023-12-08
1284,9,129,0,2024-07-13
1285,9,130,0,2024-06-23
1286,10,126,21,2024-11-21
1287,10,127,27,2024-11-15
1288,1,41,0,2020-06-22
1289,2,41,0,2020-11-16
1290,3,39,0,2021-06-16
1291,4,43,0,2021-12-11
1292,5,42,0,2022-06-30
1293,6,37,0,2022-11-11
1294,7,34,0,2023-07-05
1295,7,39,0,2023-07-09
1296,7,38,0,2023-07-03
1297,8,36,0,2023-11-18
1298,8,38,6,2023-11-27
1299,8,43,0,2023-12-11
1300,9,43,0,2024-07-03
1301,9,35,0,2024-07-07
1302,9,39,0,2024-07-10
1303,10,39,0,2024-12-01
1304,1,23,0,2020-07-16
1305,2,28,8,2020-12-10
1306,3,31,0,2021-06-22
1307,4,32,0,2021-11-15
1308,5,31,0,2022-07-16
1309,6,27,0,2022-11-29
1310,7,15,0,2023-07-04
1311,8,27,0,2023-11-28
1312,9,29,0,2024-06-21
1313,10,26,0,2024-12-02
1314,1,38,0,2020-07-04
1315,1,31,0,2020-07-01
1316,1,34,0,2020-06-25
1317,2,38,0,2020-12-04
1318,3,32,0,2021-07-07
1319,4,36,0,2021-11-11
1320,5,29,0,2022-07-08
1321,6,37,0,2022-12-02
1322,7,31,0,2023-07-02
1323,8,35,0,2023-12-04
1324,9,35,8,2024-07-13
1325,10,36,0,2024-11-26
1326,1,26,0,2020-06-20
1327,2,24,0,2020-12-09
1328,3,28,8,2021-06-24
1329,4,30,2,2021-11-30
1330,5,24,7,2022-07-04
1331,5,25,0,2022-06-26
1332,6,29,0,2022-11-24
1333,7,24,5,2023-07-03
1334,7,20,0,2023-06-16
1335,8,25,0,2023-11-13
1336,8,23,4,2023-11-18
1337,9,20,0,2024-07-07
1338,9,27,0,2024-06-17
1339,9,25,0,2024-06-30
1340,10,28,0,2024-11-24
1341,10,22,0,2024-11-23
1342,10,30,0,2024-12-06
1343,1,133,0,2020-06-28
1344,2,138,0,2020-11-11
1345,3,147,0,2021-06-28
1346,4,137,0,2021-11-28
1347,5,141,21,2022-07-15
1348,6,147,0,2022-11-29
1349,7,141,0,2023-06-21
1350,8,115,0,2023-11-28
1351,9,139,0,2024-06-28
1352,10,140,33,2024-11-12
1353,10,145,16,2024-12-02
1354,1,26,0,2020-06-16
1355,1,18,0,2020-07-05
1356,1,22,4,2020-07-10
1357,2,24,0,2020-11-23
1358,2,18,0,2020-11-20
1359,3,19,0,2021-07-02
1360,3,26,0,2021-07-02
1361,3,11,0,2021-06-16
1362,4,20,0,2021-12-05
1363,5,18,0,2022-06-16
1364,6,18,1,2022-11-22
1365,6,27,5,2022-11-16
1366,6,14,0,2022-11-22
1367,7,19,0,2023-06-20
1368,8,23,0,2023-11-19
1369,9,22,0,2024-07-01
1370,10,18,0,2024-11-15
1371,1,48,14,2020-06-27
1372,2,50,0,2020-11-19
1373,3,47,0,2021-06-23
1374,4,51,2,2021-11-26
1375,5,47,0,2022-07-15
1376,6,44,7,2022-11-26
1377,7,47,8,2023-07-13
1378,8,50,0,2023-12-07
1379,9,46,3,2024-07-10
1380,10,51,0,2024-11-16
1381,1,40,0,2020-07-12
1382,2,38,0,2020-11-15
1383,3,33,0,2021-06-28
1384,3,32,0,2021-07-03
1385,3,41,1,2021-06-30
1386,4,41,10,2021-12-08
1387,5,40,0,2022-06-17
1388,5,33,0,2022-07-08
1389,6,35,0,2022-11-28
1390,7,34,0,2023-06-25
1391,8,35,9,2023-11-29
1392,9,37,0,2024-06-28
1393,10,34,0,2024-11-29
1394,1,30,0,2020-06-25
1395,2,25,0,2020-11-15
1396,2,30,0,2020-11-15
1397,3,28,0,2021-07-02
1398,4,35,0,2021-11-17
1399,5,31,4,2022-07-06
1400,6,27,0,2022-12-03
1401,7,30,0,2023-06-24
1402,7,29,0,2023-07-07
1403,7,27,0,2023-07-02
1404,8,27,0,2023-12-11
1405,9,27,7,2024-06-16
1406,10,31,0,2024-12-10
1407,1,34,0,2020-07-16
1408,2,34,2,2020-12-07
1409,3,31,0,2021-06-22
1410,4,37,3,2021-11-27
1411,5,36,0,2022-06-23
1412,6,33,0,2022-12-09
1413,7,37,8,2023-07-16
1414,8,37,2,2023-11-11
1415,9,35,0,2024-07-02
1416,9,36,0,2024-06-30
1417,9,31,0,2024-06-18
1418,10,38,0,2024-11-30
1419,1,40,2,2020-07-13
1420,2,36,0,2020-11-28
1421,2,21,0,2020-11-18
1422,2,40,0,2020-12-08
1423,3,35,0,2021-07-11
1424,4,40,0,2021-12-04
1425,4,41,12,2021-12-05
1426,4,33,5,2021-11-12
1427,5,35,0,2022-07-15
1428,6,32,0,2022-11-17
1429,6,32,0,2022-11-14
1430,6,33,3,2022-11-24
1431,7,35,0,2023-07-13
1432,8,40,0,2023-11-20
1433,8,41,0,2023-12-10
1434,9,35,0,2024-07-05
1435,10,39,0,2024-12-05
1436,1,56,0,2020-06-29
1437,2,60,0,2020-12-08
1438,3,64,0,2021-06-23
1439,4,59,0,2021-11-11
1440,5,55,0,2022-07-09
1441,6,61,0,2022-11-16
1442,7,62,0,2023-06-22
1443,8,59,0,2023-11-14
1444,9,54,0,2024-07-03
1445,9,60,0,2024-07-06
1446,9,44,0,2024-07-06
1447,10,60,0,2024-11-21
1448,10,58,0,2024-11-15
1449,10,58,0,2024-11-15
1450,1,20,0,2020-07-15
1451,2,19,0,2020-11-15
1452,3,24,0,2021-06-30
1453,4,14,0,2021-12-07
1454,5,14,0,2022-06-23
1455,6,24,0,2022-11-26
1456,7,18,0,2023-06-25
1457,8,14,0,2023-11-22
1458,8,17,0,2023-12-11
1459,9,15,0,2024-07-05
1460,9,20,2,2024-07-01
1461,10,16,1,2024-11-15
1462,1,85,0,2020-06-27
1463,1,83,0,2020-06-20
1464,1,83,0,2020-06-28
1465,2,83,0,2020-12-11
1466,3,82,0,2021-07-02
1467,4,78,0,2021-12-03
1468,5,85,0,2022-06-17
1469,5,84,12,2022-06-27
1470,6,80,16,2022-12-06
1471,7,83,0,2023-07-15
1472,8,79,0,2023-12-05
1473,9,85,0,2024-07-16
1474,9,80,0,2024-06-28
1475,9,78,0,2024-06-18
1476,10,80,7,2024-12-06
1477,1,98,0,2020-07-05
1478,2,142,26,2020-11-23
1479,3,136,16,2021-07-04
1480,4,136,0,2021-12-04
1481,4,140,0,2021-11-17
1482,4,139,30,2021-12-02
1483,5,145,0,2022-07-02
1484,6,140,0,2022-11-29
1485,7,139,0,2023-07-04
1486,8,141,0,2023-12-06
1487,8,139,0,2023-11-14
1488,9,145,0,2024-07-15
1489,10,145,0,2024-11-14
1490,1,24,0,2020-07-13
1491,1,30,0,2020-07-10
1492,2,29,6,2020-11-27
1493,3,28,0,2021-06-30
1494,4,26,6,2021-11-25
1495,5,15,0,2022-06-26
1496,6,31,3,2022-11-30
1497,7,24,0,2023-06-18
1498,8,28,0,2023-12-06
1499,9,30,7,2024-07-16
1500,10,23,0,2024-12-10
1501,1,58,0,2020-07-12
1502,2,63,0,2020-12-11
1503,3,55,0,2021-07-15
1504,3,59,0,2021-07-02
1505,4,55,0,2021-11-14
1506,5,59,0,2022-07-07
1507,6,59,16,2022-11-20
1508,7,60,0,2023-07-07
1509,8,56,0,2023-12-11
1510,9,54,0,2024-07-07
1511,10,64,0,2024-11-23
1512,1,40,0,2020-07-12
1513,2,41,1,2020-11-22
1514,2,49,0,2020-12-03
1515,3,47,0,2021-07-15
1516,4,50,0,2021-11-27
1517,5,43,0,2022-06-18
1518,6,45,0,2022-12-09
1519,7,41,0,2023-07-12
1520,8,40,0,2023-11-15
1521,9,49,0,2024-07-02
1522,9,48,0,2024-06-24
1523,10,50,0,2024-12-03
1524,1,116,0,2020-06-21
1525,1,121,0,2020-06-30
1526,2,114,0,2020-11-21
1527,3,117,0,2021-06-29
1528,4,121,0,2021-12-06
1529,5,122,0,2022-06-30
1530,6,121,0,2022-11-13
1531,7,121,0,2023-07-07
1532,7,119,0,2023-07-09
1533,8,119,19,2023-11-30
1534,9,115,0,2024-07-02
1535,10,117,0,2024-11-20
1536,1,13,0,2020-07-13
1537,1,16,0,2020-06-26
1538,1,15,0,2020-06-25
1539,2,23,0,2020-12-07
1540,2,16,0,2020-11-25
1541,3,10,0,2021-07-06
1542,3,18,0,2021-07-11
1543,4,16,0,2021-11-13
1544,4,15,0,2021-12-04
1545,4,15,0,2021-12-03
1546,5,14,0,2022-06-18
1547,6,16,0,2022-11-28
1548,7,17,0,2023-06-28
1549,8,16,0,2023-12-04
1550,9,16,0,2024-07-14
1551,10,13,0,2024-11-15
1552,8,28,0,2023-11-19
1553,9,34,0,2024-06-30
1554,8,119,0,2023-11-13
1555,10,116,25,2024-11-28
1556,4,87,0,2021-11-13
1557,3,84,0,2021-06-22
1558,6,93,0,2022-12-11
1559,10,57,0,2024-11-15
1560,1,89,3,2020-07-07
1561,8,93,0,2023-11-11
1562,2,52,4,2020-11-25
1563,7,51,0,2023-06-20
1564,2,34,0,2020-11-21
1565,6,14,0,2022-11-28
1566,6,40,0,2022-11-17
1567,8,45,0,2023-12-04
1568,1,36,0,2020-06-26
1569,3,15,2,2021-07-06
1570,6,22,2,2022-12-09
1571,4,18,0,2021-11-22
1572,6,23,0,2022-11-16
1573,2,33,0,2020-11-11
1574,6,36,0,2022-11-28
1575,9,42,0,2024-07-05
1576,10,45,0,2024-12-10
1577,5,38,0,2022-07-06
1578,7,17,0,2023-06-26
1579,3,15,0,2021-06-18
1580,8,15,1,2023-11-16
1581,3,12,0,2021-07-05
1582,8,16,4,2023-12-01
1583,6,15,0,2022-11-18
1584,2,38,0,2020-11-25
1585,1,40,0,2020-07-15
1586,6,20,0,2022-11-21
1587,8,15,0,2023-11-29
1588,9,19,5,2024-06-26
1589,5,150,0,2022-07-16
1590,1,147,0,2020-06-25
1591,3,153,0,2021-06-28
1592,3,146,0,2021-07-11
1593,10,148,0,2024-11-18
1594,5,40,1,2022-07-04
1595,6,37,0,2022-11-28
1596,3,42,0,2021-07-15
1597,9,39,0,2024-07-05
1598,3,39,0,2021-07-15
1599,5,43,0,2022-07-06
1600,5,56,0,2022-06-17
1601,8,56,0,2023-12-05
1602,10,52,8,2024-11-22
1603,1,129,0,2020-07-07
1604,3,134,23,2021-06-21
1605,2,130,0,2020-12-09
1606,10,59,0,2024-12-05
1607,4,54,0,2021-12-08
1608,9,133,0,2024-06-22
1609,8,102,0,2023-11-29
1610,6,103,0,2022-11-21
1611,9,95,0,2024-06-24
1612,1,98,20,2020-07-05
1613,5,123,26,2022-07-07
1614,6,123,0,2022-11-11
1615,7,100,0,2023-07-11
1616,8,104,0,2023-12-09
1617,5,107,10,2022-06-18
1618,5,136,0,2022-07-15
1619,8,137,26,2023-11-16
1620,7,123,9,2023-07-01
1621,5,122,0,2022-07-04
1622,4,137,0,2021-12-01
1623,3,138,0,2021-07-07
1624,8,28,8,2023-11-28
1625,9,27,0,2024-07-05
1626,10,35,0,2024-11-27
1627,5,46,0,2022-06-23
1628,7,54,11,2023-06-20
1629,5,49,0,2022-07-10
1630,8,53,0,2023-11-24
1631,5,59,3,2022-07-11
1632,8,38,0,2023-11-25
1633,2,56,0,2020-11-19
1634,6,50,0,2022-12-10
1635,8,48,0,2023-11-23
1636,6,14,0,2022-11-29
1637,1,17,0,2020-07-09
1638,5,26,0,2022-06-28
1639,9,39,0,2024-07-03
1640,6,38,0,2022-11-30
1641,2,55,0,2020-11-28
1642,9,61,9,2024-06-19
1643,6,58,0,2022-12-05
1644,2,29,0,2020-11-14
1645,4,42,0,2021-12-07
1646,7,17,0,2023-06-27
1647,8,16,0,2023-11-22
1648,6,48,5,2022-12-08
1649,3,41,0,2021-06-24
1650,8,39,0,2023-11-13
1651,3,33,1,2021-06-21
1652,10,33,0,2024-12-11
1653,2,21,0,2020-11-30
1654,10,17,0,2024-11-25
1655,1,24,0,2020-06-30
1656,8,28,0,2023-11-30
1657,2,28,0,2020-12-08
1658,2,42,0,2020-11-30
1659,4,38,0,2021-11-15
1660,3,31,3,2021-07-09
1661,5,24,0,2022-07-15
1662,9,14,3,2024-06-21
1663,2,21,0,2020-12-09
1664,5,36,0,2022-07-14
1665,3,29,0,2021-06-29
1666,6,16,0,2022-11-20
1667,3,37,6,2021-06-23
1668,8,35,0,2023-11-17
1669,2,40,0,2020-11-22
1670,6,35,0,2022-12-04
1671,10,37,0,2024-12-04
1672,2,39,0,2020-12-05
1673,6,36,0,2022-12-05
1674,8,23,0,2023-11-25
1675,4,20,0,2021-11-25
1676,7,24,0,2023-06-22
1677,2,35,0,2020-11-29
1678,7,28,0,2023-06-19
1679,8,33,0,2023-11-23
1680,3,21,4,2021-07-10
1681,2,19,0,2020-11-30
1682,4,39,0,2021-11-17
1683,7,43,4,2023-07-09
1684,6,32,0,2022-11-16
1685,8,27,0,2023-11-18
1686,7,26,0,2023-06-17
1687,4,34,0,2021-11-24
1688,3,34,0,2021-06-18
1689,1,33,0,2020-07-12
1690,3,35,0,2021-07-03
1691,5,47,0,2022-07-13
1692,2,46,3,2020-12-01
1693,9,27,0,2024-07-09
1694,5,19,0,2022-07-05
1695,6,24,0,2022-12-08
1696,8,35,0,2023-11-13
1697,10,45,10,2024-11-16
1698,1,37,0,2020-07-02
1699,5,24,0,2022-07-06
1700,7,13,0,2023-06-21
1701,8,40,8,2023-11-17
1702,9,36,0,2024-07-10
1703,3,38,1,2021-07-07
1704,5,50,12,2022-06-24
1705,6,52,0,2022-12-06
1706,1,59,0,2020-07-07
1707,7,23,0,2023-06-28
1708,2,23,2,2020-12-05
1709,10,10,0,2024-12-11
1710,10,26,3,2024-12-09
1711,2,24,0,2020-12-07
1712,9,27,3,2024-07-15
1713,10,27,0,2024-11-24
1714,9,28,0,2024-06-21
1715,7,28,7,2023-07-07
1716,6,53,1,2022-11-18
1717,2,55,0,2020-12-03
1718,8,60,0,2023-12-06
1719,10,42,0,2024-11-11
1720,5,44,0,2022-07-05
1721,5,44,0,2022-07-03
1722,10,50,0,2024-11-23
1723,10,43,0,2024-12-02
1724,2,22,0,2020-11-18
1725,7,36,0,2023-06-28
1726,4,43,0,2021-11-17
1727,6,45,0,2022-11-16
1728,7,59,0,2023-07-01
1729,10,60,0,2024-11-13
1730,1,147,0,2020-07-04
1731,9,148,0,2024-06-20
1732,5,42,3,2022-06-23
1733,9,33,0,2024-06-25
1734,7,38,0,2023-07-03
1735,3,24,0,2021-06-28
1736,5,19,0,2022-07-08
1737,5,30,0,2022-07-08
1738,10,29,0,2024-11-14
1739,3,27,0,2021-06-28
1740,4,32,0,2021-12-07
1741,5,22,0,2022-06-23
1742,4,56,0,2021-11-13
1743,3,56,0,2021-06-25
1744,1,17,0,2020-07-14
1745,8,22,0,2023-12-07
1746,7,54,15,2023-06-19
1747,6,50,0,2022-11-14
